Asuma,0
1342,1
1333,2
1324,3
1315,4
1306,5
1297,6
1288,7
1279,8
1297,9
1288,10
1297,11
1307,12
1316,13
1306,14
1296,15
1287,16
1296,17
1287,18
1297,19
1288,20
1341,22
1350,23
1341,24
1332,25
1323,26
1332,27
1341,28
1333,29
1324,30
1315,31
1306,32
1325,33
1306,34
1315,35
1306,36
1315,37
1324,38
1333,39
1342,40
1343,41
1352,42
1361,43
1379,44
1369,45
1379,46
1389,47
1398,48
1389,49
1380,50
1371,51
1380,52
1371,53
1380,54
1371,55
1380,56
1370,57
1361,58
1370,59
1352,60
1333,61
1324,62
1315,63
1324,64
1333,65
1324,66
1333,67
1342,68
1334,69
1325,70
1334,71
1324,72
1334,73
1343,74
1333,75
1325,76
1315,77
1296,78
1287,79
