Asuma,0
1297,1
1306,2
1315,3
1323,4
1314,5
1324,6
1333,7
1332,8
1323,9
1314,10
1323,11
1314,12
1306,13
1296,14
1297,15
1314,16
1305,17
1315,18
1324,19
1333,20
1334,21
1353,22
1335,23
1345,24
1336,25
1326,26
1336,27
1326,28
1344,29
1335,30
1344,31
1335,32
1345,33
1355,34
1364,35
1373,36
1374,37
1365,38
1383,39
1374,40
1364,41
1355,42
1347,43
1356,44
1347,45
1338,46
1347,47
1356,48
1365,49
1347,50
1338,51
1329,52
1320,53
1329,54
1319,55
1329,56
1319,57
1310,58
1301,59
1292,60
1301,61
1302,62
1255,64
1265,65
1255,66
1264,67
1254,68
1245,69
1236,70
1246,71
1236,72
1246,73
1236,74
1246,75
1256,76
1247,77
1237,78
1256,79
1275,80
1294,81
1303,82
1312,83
1322,84
1331,85
1340,86
1350,87
1369,88
1359,89
1369,90
1360,91
1359,92
1377,93
1386,94
1395,95
1404,96
1395,97
1386,98
1376,99
1367,100
1376,101
1385,102
1394,103
1385,104
1376,105
1367,106
1358,107
1367,108
1376,109
1386,110
1387,111
1378,112
1368,113
1378,114
1387,115
1396,116
1378,117
1387,118
1378,119
1369,120
1378,121
1387,122
1378,123
1369,124
1351,125
1342,126
1351,127
1342,128
1351,129
1342,130
1220,131
1229,132
1228,133
1238,134
1247,135
1256,136
1246,137
1255,138
1246,139
1255,140
1246,141
1237,142
1228,143
