Mezzy,0
1236,1
1253,2
1286,3
1255,4
1270,5
1269,6
1256,7
1229,8
1254,9
1242,10
1266,11
1278,12
1311,13
1312,14
1333,15
1323,16
1333,17
1334,18
1324,19
1343,20
1333,21
1324,22
1342,23
1351,24
1342,25
1351,26
1343,27
1324,28
1315,29
1325,30
1333,31
1342,32
1351,33
1359,34
1377,35
1368,36
1349,37
1340,38
1331,39
1322,40
1331,41
1322,42
1331,43
1313,44
1322,45
1330,46
1349,47
1340,48
1331,49
1322,50
1305,51
1287,52
1278,53
1287,54
1297,55
1306,56
1297,57
1306,58
1315,59
1324,60
1315,61
1306,62
1315,63
1309,64
1318,65
1335,66
1326,67
1327,68
1336,69
1345,70
1354,71
1345,72
1354,73
1355,74
1354,75
1364,76
1354,77
1363,78
1353,79
1345,80
1353,81
1362,82
1371,83
1372,84
1362,85
1353,86
1362,87
1371,88
1362,89
1371,90
1402,92
1411,93
1421,94
1412,95
1403,96
