George,0
1134,1
1117,2
1134,3
1150,4
1134,5
1150,6
1134,7
1109,8
1124,9
1138,10
1152,11
1143,12
1156,13
1143,14
1156,15
1169,16
1180,17
1168,18
1180,19
1156,20
1167,21
1156,22
1145,23
1156,24
1146,25
1135,26
1145,27
1155,28
1165,29
1175,30
1185,31
1203,32
1194,33
1185,34
1167,35
1148,36
1139,37
1130,38
1121,39
1130,40
1122,41
1131,42
1122,43
1129,44
1120,45
1129,46
1138,47
1147,48
1138,49
1147,50
1158,51
1167,52
1169,53
1179,54
1171,55
1189,57
1198,58
1190,59
1180,60
1189,61
1199,62
1189,63
1199,64
1208,65
1217,66
1208,67
1198,68
1188,69
1179,70
1170,71
1179,72
1189,73
1198,74
1189,75
1179,76
1170,77
1162,78
1173,79
1183,80
1192,81
1202,82
1211,83
1202,84
1193,85
1203,86
1193,87
1184,88
1193,89
1202,90
1193,91
1184,92
1193,93
1202,94
1212,95
1203,96
1212,97
1221,98
1211,99
1221,100
1230,101
1221,102
1212,103
1221,104
1222,105
1230,106
1221,107
1231,108
1240,109
1250,110
1260,111
1270,112
1260,113
1251,114
1242,115
1251,116
1242,117
1233,118
1243,119
1252,120
1242,121
1233,122
1243,123
1233,124
1242,125
1251,126
1242,127
1251,128
1260,129
1269,130
1260,131
1251,132
1270,133
1280,134
1289,135
1307,136
1316,137
1326,138
1334,139
1325,140
1334,141
1343,142
1334,143
1325,144
1316,145
1306,146
1297,147
1288,148
1297,149
1279,150
1270,151
1279,152
1270,153
1260,154
1251,155
1242,156
