Tragic,0
1144,1
1161,2
1167,3
1184,4
1201,5
1186,6
1200,7
1215,8
1214,9
1200,10
1186,11
1199,12
1186,13
1199,14
1186,15
1198,16
1224,17
1211,18
1188,19
1176,20
1175,21
1186,22
1197,23
1186,24
1197,25
1186,26
1205,27
1195,28
1204,29
1212,30
1204,31
1213,32
1204,33
1213,34
1223,35
1213,36
1204,37
1196,38
1186,39
1177,40
1168,42
1177,43
1186,44
1177,45
1163,46
1157,47
1151,48
1145,49
1155,50
1149,51
1146,52
1137,53
1127,54
1136,55
1145,56
1154,57
1163,58
1178,59
1188,60
1198,61
1207,62
1216,63
1226,64
1235,65
1244,66
1263,67
1272,68
1281,69
1272,70
1263,71
1254,72
1263,73
1272,74
1282,75
1291,76
1301,77
1310,78
1319,79
1329,80
1338,81
1346,82
1356,83
1365,84
1375,85
1366,86
1357,87
1366,88
1347,89
